# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 24 09:34:30 2018
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec
3653,3110177,K07644.01,CANDIDATE,3.399048140,134.6684000,2.92200,6.9600e+01,0.81,1191.0,477.15,8.10,5766.00,4.444,0.9290,289.842860,38.237049
3654,10992011,K04025.01,FALSE POSITIVE,0.974479091,132.3724600,1.86600,2.2120e+02,1.19,1513.0,1239.32,25.30,5043.00,4.502,0.8190,298.535490,48.419479
3655,8128247,K04094.01,FALSE POSITIVE,3.570177740,134.4442000,4.47300,7.9600e+01,57.36,6119.0,331478.01,8.90,3812.00,0.930,69.0010,300.604220,43.902946
3656,6276994,K04095.01,FALSE POSITIVE,1.106011820,131.8359900,2.57700,5.2900e+01,0.77,1903.0,3093.39,15.50,6241.00,4.450,1.0310,289.177610,41.695171
3657,9674564,K04096.01,FALSE POSITIVE,6.873655305,132.4527832,3.54150,1.8130e+02,1.21,906.0,159.51,3.40,5668.00,4.492,0.9120,300.406800,46.378941
3658,5942808,K02250.02,CANDIDATE,0.626281766,131.9059400,1.18120,4.3310e+02,1.76,1711.0,2011.27,31.00,4922.00,4.505,0.8230,285.216670,41.282429
3659,3232249,K07648.01,CANDIDATE,1.183505016,131.7530300,1.27500,1.1660e+02,0.80,1293.0,658.87,10.00,4832.00,4.592,0.7460,290.686400,38.355598
3660,5688683,K04097.01,CANDIDATE,2.790643481,133.1555000,0.68710,2.0200e+02,0.99,816.0,104.74,20.20,4353.00,4.681,0.6030,285.690000,40.994530
3661,6607644,K04159.01,CONFIRMED,0.971915957,132.1650400,1.60230,7.3700e+01,0.79,1609.0,1591.27,16.70,5196.00,4.458,0.8890,292.286590,42.072460
3662,7610663,K04160.01,CONFIRMED,3.031968120,133.9882500,1.72300,8.1500e+01,0.90,1269.0,614.20,15.80,5755.00,4.402,0.9930,292.784610,43.215981
3663,5565707,K04161.01,FALSE POSITIVE,1.294056100,131.8610000,0.97000,5.1200e+01,5.27,4465.0,93976.84,6.40,6635.00,3.092,7.1460,299.420170,40.738380
3664,1293031,K04162.01,FALSE POSITIVE,0.539365930,131.9745700,5.43400,1.4500e+02,9.19,5016.0,149399.93,57.60,6341.00,3.301,5.3020,291.020970,36.903648
3665,7449554,K02357.02,CANDIDATE,15.904240200,131.5005100,2.09300,4.4480e+02,3.79,863.0,131.11,13.30,5583.00,4.077,1.5300,293.203770,43.057011
3666,4067110,K04026.01,FALSE POSITIVE,0.735146413,131.4995300,5.05300,2.7540e+02,168.34,5366.0,195250.90,78.00,6611.00,3.112,7.4350,294.088960,39.128101
3667,8694309,K04027.01,FALSE POSITIVE,0.827351796,131.9238100,2.18850,4.4700e+01,0.90,2208.0,5583.73,30.60,5609.00,4.141,1.3100,293.806700,44.867352
3668,8282651,K02193.02,CANDIDATE,4.162887450,131.6787500,0.67800,3.9170e+02,1.32,763.0,80.23,12.00,4478.00,4.615,0.6510,284.107790,44.245811
3669,7818447,K04028.01,FALSE POSITIVE,0.618952198,131.5904340,2.82440,8.3241e+03,4.96,497.0,14.29,259.30,2661.00,5.283,0.1160,290.479280,43.505268
3670,11569475,K04029.01,FALSE POSITIVE,1.317234120,132.1373500,7.28400,4.2270e+02,125.56,5471.0,211468.10,78.40,6740.00,2.816,12.0800,296.610780,49.567039
3671,5688683,K04097.02,FALSE POSITIVE,4.449023090,131.7542500,1.37300,8.8900e+01,0.55,699.0,56.19,10.40,4353.00,4.681,0.6030,285.690000,40.994530
3672,8222627,K04098.01,CANDIDATE,1.121733366,131.5691900,1.03200,8.4300e+01,2.39,2384.0,7641.15,13.60,5023.00,3.682,2.5710,287.503750,44.167259
3673,8951205,K04099.01,CANDIDATE,4.950606320,132.8091400,1.71900,3.0950e+02,1.28,885.0,145.23,17.40,5431.00,4.623,0.7170,291.204190,45.238392
3674,5700900,K04100.01,FALSE POSITIVE,379.082020000,287.5040000,33.87000,1.6091e+03,23.99,253.0,0.97,23.20,5982.00,4.493,0.9600,290.310390,40.981430
3675,7026477,K04101.01,FALSE POSITIVE,366.315090000,312.1401000,12.41000,3.3600e+02,2.87,353.0,3.65,13.00,6705.00,4.160,1.5240,289.555660,42.572048
3676,9402583,K04168.01,FALSE POSITIVE,0.536544193,132.0321900,2.91800,1.5950e+02,0.90,1745.0,2199.75,25.30,5041.00,4.597,0.7280,291.249240,45.921490
3677,7838675,K04169.01,CONFIRMED,1.005205893,132.4554100,1.63000,9.7500e+01,0.85,1682.0,1893.23,15.00,5718.00,4.549,0.8630,296.923610,43.566471
3678,8700537,K04170.01,FALSE POSITIVE,43.796785000,158.9316000,18.84000,2.5630e+02,20.79,542.0,20.40,21.20,6109.00,4.432,0.9410,295.939210,44.837379
3679,10858785,K04171.01,FALSE POSITIVE,0.952371227,132.3409500,3.92600,3.5250e+02,21.96,1870.0,2885.01,42.60,6086.00,4.511,0.9210,290.725190,48.210411
3680,9640907,K04172.01,FALSE POSITIVE,1.089088292,132.0149343,1.85990,1.4170e+02,1.28,1914.0,3167.63,1.80,6194.00,4.445,1.0690,287.952790,46.331760
3681,7515670,K02360.02,FALSE POSITIVE,1.151840700,132.6197092,2.53000,,,,,,,,,287.804080,43.168961
3682,9551430,K04030.01,FALSE POSITIVE,7.755380800,134.5191000,22.32100,8.3960e+02,22.20,822.0,107.76,55.90,5607.00,4.539,0.7660,300.188630,46.185768
3683,3228986,K04031.01,FALSE POSITIVE,0.730949487,132.2250300,2.36700,8.7300e+01,1.27,2311.0,6730.38,15.80,6238.00,4.365,1.1910,289.803220,38.366692
3684,7100673,K04032.01,CONFIRMED,3.951166350,134.2241100,2.56600,6.0900e+01,0.83,1160.0,427.07,20.40,5574.00,4.354,1.0650,285.728490,42.654530
3685,7100673,K04032.02,CONFIRMED,2.892239980,132.8623200,2.52100,4.4300e+01,0.70,1287.0,647.55,17.30,5574.00,4.354,1.0650,285.728490,42.654530
3686,4138557,K04033.01,FALSE POSITIVE,0.991552822,131.9023500,1.13500,6.0720e+02,37.93,2558.0,10148.80,17.30,5908.00,3.888,1.8620,285.592100,39.206268
3687,2708278,K04102.01,FALSE POSITIVE,1.891241870,132.7082000,4.41500,1.0580e+02,0.93,1312.0,698.90,20.80,5285.00,4.474,0.9270,290.315890,37.977779
3688,3747817,K04103.01,CONFIRMED,184.772710000,217.3573000,9.56800,9.5140e+02,2.41,268.0,1.21,21.00,5273.00,4.566,0.8010,291.676820,38.874908
3689,8483366,K04104.01,FALSE POSITIVE,392.497280000,203.1308000,10.53000,1.0620e+03,2.82,232.0,0.68,14.50,5737.00,4.544,0.8720,286.589320,44.524700
3690,7758018,K04105.01,FALSE POSITIVE,363.411650000,404.2733000,14.79000,9.6170e+02,3.14,263.0,1.12,17.40,6025.00,4.472,0.9990,293.532530,43.406151
3691,9071593,K02257.02,CANDIDATE,59.284064000,148.7540700,5.42000,4.2440e+02,1.81,401.0,6.14,13.10,5225.00,4.505,0.8590,283.292140,45.434109
3692,10089911,K04034.01,CONFIRMED,6.967049260,138.2477600,3.73000,2.1370e+02,6.14,1774.0,2341.58,18.60,6303.00,3.595,3.5300,297.124300,47.037022
3693,3247404,K04035.01,FALSE POSITIVE,8.810972100,136.4718000,4.82200,2.4048e+04,47.94,881.0,142.58,26.00,5780.00,4.438,1.0000,294.462310,38.381912
3694,11415243,K04036.01,CONFIRMED,168.811330000,211.4398200,6.58200,6.1440e+02,1.69,241.0,0.80,15.30,4798.00,4.620,0.7070,297.285000,49.212460
3695,3548044,K02194.02,CONFIRMED,67.968656000,163.5597200,7.94800,3.2180e+02,1.71,443.0,9.09,27.30,5670.00,4.387,0.9500,292.326450,38.657581
3696,8264402,K04037.01,CANDIDATE,215.956008000,271.3671000,10.42500,3.9270e+02,3.36,361.0,4.03,23.30,6163.00,4.270,1.3130,300.945680,44.164688
3697,7773179,K04038.01,FALSE POSITIVE,2.156815380,133.2715100,5.11500,1.0650e+02,1.06,1473.0,1114.90,22.60,6084.00,4.450,0.9830,297.816740,43.440411
3698,11017094,K04106.01,FALSE POSITIVE,0.708563091,132.1029800,6.34700,4.1450e+02,15.38,1587.0,1501.41,90.80,5271.00,4.669,0.6480,284.749420,48.558128
3699,3129238,K07645.01,CANDIDATE,2.008706960,131.5100000,4.87000,5.3500e+01,0.55,1232.0,542.87,12.20,5341.00,4.526,0.7590,294.303500,38.203011
3700,5956633,K04107.01,FALSE POSITIVE,366.242820000,307.2714000,15.76000,7.3370e+02,2.40,237.0,0.75,18.20,5713.00,4.541,0.8930,290.601290,41.269020
3701,9899065,K04108.01,FALSE POSITIVE,1.332564180,132.0473000,4.70100,1.6230e+02,0.81,1262.0,602.26,20.70,5157.00,4.641,0.6200,295.102510,46.732922
3702,7907808,K04109.01,CANDIDATE,0.655939788,132.0999700,1.31800,7.3000e+01,1.48,2411.0,7986.43,18.70,4968.00,3.924,1.7550,297.083010,43.679951
3703,5471792,K04110.01,FALSE POSITIVE,12.425883300,141.5008000,24.83000,9.3600e+01,2.19,1006.0,242.04,34.40,5611.00,3.933,1.6320,297.751250,40.647388
3704,11145831,K04039.01,FALSE POSITIVE,1.387838134,132.1135100,2.25200,1.3680e+02,1.24,1783.0,2378.53,20.40,6273.00,4.442,1.0440,295.642120,48.773071
3705,11444952,K04040.01,FALSE POSITIVE,0.678349364,132.1631800,3.09200,4.8600e+02,19.06,1844.0,2737.73,12.00,5569.00,4.566,0.8290,285.816620,49.352699
3706,8647295,K04041.01,FALSE POSITIVE,1.022028468,132.3717000,8.86600,1.3445e+03,26.91,1649.0,1755.39,184.50,5445.00,4.456,0.8550,298.841190,44.749889
3707,3444098,K04042.01,FALSE POSITIVE,0.723596990,131.5775400,1.32600,4.9560e+02,6.73,4699.0,114645.28,14.80,8855.00,3.818,2.8580,291.558070,38.546219
3708,5112567,K04043.01,FALSE POSITIVE,1.615605200,131.4952000,14.55000,1.5820e+03,34.69,2202.0,5539.33,253.10,6770.00,4.150,1.6230,295.318420,40.208961
3709,2708343,K04111.01,FALSE POSITIVE,1.891318200,132.6625200,4.37400,2.0230e+02,0.90,983.0,221.36,17.60,4476.00,4.627,0.6330,290.333620,37.911171
3710,3348090,K04112.01,FALSE POSITIVE,2.435850460,132.8966100,2.08800,6.0500e+01,2.60,2544.0,9880.82,14.90,6501.00,3.613,3.2470,292.924320,38.442280
3711,9282762,K04113.01,FALSE POSITIVE,1.332554410,132.0526900,3.82800,1.0670e+02,1.12,1743.0,2180.20,15.10,6099.00,4.456,1.0280,292.606900,45.701408
3712,3117046,K04114.01,FALSE POSITIVE,359.101500000,415.3142000,11.46100,4.9650e+02,2.37,285.0,1.56,12.90,6373.00,4.438,1.0470,291.567720,38.267109
3713,6311520,K04115.01,FALSE POSITIVE,0.941840589,131.8046400,5.06000,3.8830e+02,27.05,2200.0,5547.35,23.00,6419.00,4.330,1.1420,298.677310,41.640282
3714,5201115,K04044.01,FALSE POSITIVE,1.728521892,131.8173600,3.36100,9.2200e+01,1.19,1678.0,1869.82,30.20,5872.00,4.282,1.1570,295.557100,40.321209
3715,2708203,K04045.01,FALSE POSITIVE,1.891258550,132.6891000,5.41500,6.7900e+01,0.81,1671.0,1839.74,24.80,6569.00,4.410,0.9270,290.299320,37.908932
3716,4150496,K04046.01,FALSE POSITIVE,8.653128680,136.6530800,3.37600,5.0860e+02,20.38,857.0,127.50,22.60,5880.00,4.525,0.8930,289.714870,39.283871
3717,11401767,K02195.02,CONFIRMED,30.089945900,149.0641300,6.65400,2.4260e+02,2.25,660.0,44.79,16.60,6056.00,4.332,1.2090,291.256200,49.258949
3718,9655005,K04047.01,CANDIDATE,1.398627570,132.6561500,9.62500,4.5500e+01,2.39,3562.0,38048.23,59.60,7872.00,3.732,3.3670,294.200680,46.327221
3719,11709124,K00435.06,CONFIRMED,9.919376930,136.8736100,4.32600,1.8670e+02,1.32,838.0,116.43,18.80,5688.00,4.415,0.9710,289.780520,49.896530
3720,3851194,K07671.01,FALSE POSITIVE,0.918510251,131.8279100,2.58700,5.2600e+01,1.77,2795.0,14485.22,20.30,5837.00,3.791,2.3380,291.710540,38.962730
3721,8613535,K02263.02,CONFIRMED,9.478508180,140.1652600,6.15400,1.8460e+02,1.47,946.0,189.14,26.70,6249.00,4.428,1.0760,286.971280,44.708302
3722,5092655,K04116.01,CANDIDATE,0.783258387,131.7435800,2.29260,3.2850e+02,1.28,1559.0,1395.69,28.50,5067.00,4.565,0.7150,289.791350,40.299431
3723,3955817,K04117.01,CONFIRMED,4.242630960,135.0304000,2.58200,1.8760e+02,1.10,926.0,174.24,15.90,5072.00,4.521,0.8250,291.919160,39.022270
3724,10661778,K04118.01,FALSE POSITIVE,1.231363214,131.8061500,5.81010,4.7747e+03,10.75,1699.0,1973.12,112.70,5780.00,4.438,1.0000,290.296230,47.990364
3725,5513857,K04119.01,FALSE POSITIVE,0.755101928,131.8119900,3.04400,1.1980e+02,0.91,1763.0,2287.46,18.10,5465.00,4.535,0.8190,284.348390,40.728260
3726,10272389,K04048.01,FALSE POSITIVE,4.564474630,133.0783000,6.41500,2.0840e+02,1.13,902.0,156.74,42.60,5270.00,4.596,0.7700,291.178100,47.322941
3727,4679687,K04049.01,FALSE POSITIVE,1.027904857,132.4443160,1.63810,2.3812e+03,30.48,1653.0,1769.20,117.80,5432.00,4.446,0.8720,297.580230,39.702702
3728,7968683,K04050.01,FALSE POSITIVE,367.955660000,236.4537000,21.87700,1.4141e+03,3.62,183.0,0.27,13.70,4723.00,4.611,0.6960,294.787630,43.739021
3729,10360722,K04051.01,CONFIRMED,163.692336000,238.7681700,6.85300,1.1380e+03,2.75,274.0,1.34,21.00,4999.00,4.490,0.8430,298.898770,47.463089
3730,9091755,K04052.01,FALSE POSITIVE,1.106529843,132.3052800,6.25800,3.1950e+02,1.91,1649.0,1746.73,69.20,5932.00,4.580,0.7980,292.931210,45.404270
3731,3852476,K07672.01,FALSE POSITIVE,111.741576000,166.3408000,3.83000,2.3880e+02,6.88,676.0,49.40,9.90,5267.00,3.338,4.5250,292.035250,38.945911
3732,9700449,K04120.01,CANDIDATE,110.461746000,147.5465000,12.46000,3.3120e+02,1.93,420.0,7.34,15.80,6321.00,4.434,1.0580,287.039520,46.481701
3733,6349881,K04121.01,CONFIRMED,198.088873000,319.7300200,7.95500,1.0277e+03,3.24,288.0,1.63,18.00,5275.00,4.397,0.9690,286.576170,41.741459
3734,9851970,K04122.01,FALSE POSITIVE,1.081937210,131.5344000,4.78800,1.1530e+02,0.77,1385.0,870.17,14.40,4965.00,4.555,0.7360,299.047300,46.685570
3735,6140059,K04123.01,CANDIDATE,44.622672500,137.9420000,12.97400,1.3190e+02,1.73,613.0,33.39,20.60,6198.00,4.252,1.2390,296.356600,41.455391
3736,5726910,K04124.01,CANDIDATE,2.431429740,133.8338500,2.71300,1.4660e+02,1.17,1378.0,852.00,10.70,5750.00,4.364,0.9650,297.352780,40.958141
3737,1718958,K04053.01,CANDIDATE,1.419758310,132.9200000,1.42900,6.0900e+01,0.85,1700.0,1968.38,8.10,5925.00,4.394,1.0350,290.919340,37.287170
3738,6428794,K04054.01,CANDIDATE,169.135056000,201.8055000,8.93100,6.4070e+02,2.21,273.0,1.31,24.50,5171.00,4.545,0.8010,286.608890,41.889339
3739,3228825,K04055.01,FALSE POSITIVE,0.730954910,132.2174000,2.20600,2.9600e+01,0.88,2711.0,12770.31,7.50,6454.00,4.163,1.5870,289.764920,38.383450
3740,4673628,K04056.01,CANDIDATE,3.951383138,132.0646200,1.05820,4.0570e+02,23.51,1083.0,324.78,23.90,5570.00,4.458,0.8990,296.403750,39.722649
3741,11401767,K02195.03,CONFIRMED,6.849787280,134.6616700,4.91900,1.3920e+02,1.83,1081.0,322.19,17.00,6056.00,4.332,1.2090,291.256200,49.258949
3742,3852872,K07673.01,CANDIDATE,80.769893000,188.5556000,4.20000,1.2850e+02,1.87,475.0,12.07,6.70,4965.00,3.961,1.7080,292.138760,38.941540
3743,9099950,K04125.01,FALSE POSITIVE,1.111362442,132.3005600,6.24000,1.3390e+02,2.86,2820.0,14894.75,36.80,6486.00,3.872,2.3080,295.609340,45.484451
3744,9718066,K02287.02,CONFIRMED,28.906052600,158.8243100,3.09900,9.9000e+01,0.79,414.0,6.94,13.30,4657.00,4.641,0.6700,294.948580,46.438641
3745,9272070,K04126.01,CONFIRMED,8.105035510,135.8838900,4.45900,2.0990e+02,1.45,959.0,199.74,16.50,6201.00,4.472,0.9890,287.635470,45.716061
3746,5088400,K04127.01,CONFIRMED,8.827157830,139.7341600,2.01900,3.6860e+02,1.67,797.0,95.25,11.10,5550.00,4.539,0.8780,288.397000,40.213188
3747,4669402,K04128.01,FALSE POSITIVE,143.196381000,227.3054000,10.42400,6.1810e+02,6.64,380.0,4.95,17.40,6007.00,4.333,1.0600,295.533940,39.762249
3748,3757407,K04057.01,FALSE POSITIVE,9.089151782,132.0565248,3.18860,1.1010e+02,4.35,1848.0,2754.19,7.10,6729.00,3.493,4.0990,294.095550,38.885059
3749,4769931,K04058.01,FALSE POSITIVE,1.878869730,133.0760400,3.87600,1.8190e+02,1.04,1236.0,553.59,23.90,5448.00,4.613,0.7340,297.344180,39.885010
3750,9220612,K04059.01,FALSE POSITIVE,0.979161676,132.2183100,2.94200,1.6020e+02,1.03,1548.0,1357.43,20.20,5390.00,4.591,0.7800,292.793330,45.628262
3751,9086154,K04060.01,CANDIDATE,225.262130000,224.9887000,14.45900,3.8920e+02,2.36,329.0,2.77,24.60,5799.00,4.276,1.1910,290.833890,45.435650
3752,6806695,K04061.01,FALSE POSITIVE,0.855922327,131.6442600,1.51400,1.3090e+02,0.87,1658.0,1782.11,21.10,5437.00,4.539,0.7590,298.901610,42.212799
3753,3858943,K07674.01,FALSE POSITIVE,25.952872500,154.8736000,12.43400,1.6410e+02,1.53,697.0,55.82,16.90,6370.00,4.410,1.1060,293.708470,38.958012
3754,11970988,K04129.01,CANDIDATE,2.314823110,133.0485700,2.12700,5.8600e+01,0.69,1237.0,554.40,14.20,5240.00,4.428,0.9230,295.529480,50.370399
3755,10858803,K04130.01,FALSE POSITIVE,0.952374508,132.3343600,3.00600,2.0480e+02,1.13,1435.0,1006.13,33.00,4754.00,4.508,0.8210,290.733640,48.207378
3756,6129694,K04131.01,FALSE POSITIVE,0.936751792,132.2026000,5.65800,2.6400e+01,2.07,3814.0,50168.18,23.00,7843.00,3.829,2.9090,293.718110,41.430939
3757,5957181,K04132.01,FALSE POSITIVE,393.343310000,264.7706000,9.48100,1.7500e+03,2.27,140.0,0.09,21.20,3994.00,4.717,0.5540,290.790370,41.264610
3758,7601918,K04133.01,FALSE POSITIVE,0.621361411,131.6728300,1.06280,4.5000e+01,1.12,2913.0,17004.65,24.60,6234.00,4.046,1.6600,289.980960,43.299492
3759,6119877,K04134.01,FALSE POSITIVE,250.237607410,260.3057733,16.58000,,,,,,,,,290.610200,41.470402
3760,6792908,K04341.01,CANDIDATE,10.778313000,136.6142000,5.25600,9.0700e+01,1.25,1067.0,306.18,12.50,6726.00,4.262,1.2580,295.962590,42.200256
3761,7211879,K04342.01,FALSE POSITIVE,0.594310785,131.7595000,0.99940,1.1250e+02,0.91,2068.0,4338.76,15.70,5931.00,4.554,0.8450,295.160980,42.799129
3762,8087812,K04343.01,CANDIDATE,27.210680700,132.3793000,10.51500,9.9400e+01,1.73,725.0,65.27,16.90,5973.00,4.171,1.3050,288.076480,43.958488
3763,4863956,K04344.01,FALSE POSITIVE,4.319781050,134.1491000,7.20400,6.5800e+01,3.87,2111.0,4693.13,23.50,5519.00,3.303,4.3680,298.517940,39.924438
3764,10534155,K04345.01,CANDIDATE,4.327108950,133.4088600,1.38700,1.0890e+02,26.60,1397.0,900.23,12.90,5776.00,4.018,1.4550,291.501220,47.747730
3765,5308537,K04409.01,CANDIDATE,14.265154500,143.2202400,3.60100,6.6300e+01,1.06,853.0,125.45,13.90,5825.00,4.237,1.2910,299.534790,40.477779
3766,6350882,K04410.01,CANDIDATE,5.044043660,136.0078500,1.68200,2.3650e+02,1.47,1078.0,318.92,11.60,6039.00,4.493,0.9510,287.042360,41.752209
3767,5281113,K04411.01,CONFIRMED,11.179315810,131.6412300,3.10300,9.0600e+01,1.81,1159.0,426.61,12.00,6292.00,4.014,1.8730,293.580870,40.427471
3768,7847104,K04412.01,FALSE POSITIVE,1.284991846,132.7408700,2.27400,2.9100e+01,1.17,2491.0,9065.72,15.30,6060.00,3.852,2.1060,298.947850,43.539711
3769,3450040,K04205.01,CANDIDATE,1.166960319,131.6433200,1.68230,9.7800e+01,0.88,1596.0,1534.29,17.90,5632.00,4.537,0.9040,293.054080,38.541790
3770,3347807,K07653.01,FALSE POSITIVE,324.180280000,445.8295000,18.15000,8.7900e+01,2.20,382.0,5.01,10.90,5792.00,3.835,2.1830,292.859160,38.431931
3771,8487805,K04206.01,FALSE POSITIVE,0.530959357,131.7399100,2.41700,8.4400e+01,0.69,1852.0,2764.64,22.00,5325.00,4.607,0.7500,288.941310,44.593922
3772,9456281,K04207.01,CANDIDATE,0.701944362,132.0016100,0.64100,2.1080e+02,0.80,1227.0,535.78,17.10,4236.00,4.698,0.5390,287.805020,46.001160
3773,5129453,K04208.01,CANDIDATE,3.057726680,133.0669200,1.81900,3.1100e+02,1.23,878.0,141.10,13.70,4483.00,4.570,0.7310,298.985020,40.203709
3774,7918478,K04209.01,CANDIDATE,9.909210900,133.0920000,2.55200,9.4200e+02,2.35,693.0,54.54,6.40,5396.00,4.632,0.7020,299.666170,43.619469
3775,3336845,K04275.01,FALSE POSITIVE,0.996864568,132.0989800,1.09800,8.6700e+01,0.77,1588.0,1505.33,21.40,5418.00,4.524,0.7820,289.976170,38.450489
3776,3645282,K07661.01,FALSE POSITIVE,0.673684895,131.6193800,1.16100,5.1100e+01,0.70,2001.0,3803.56,7.00,5645.00,4.453,0.9510,291.359100,38.718910
3777,6026924,K04276.01,CONFIRMED,56.644452000,138.7620000,16.55100,1.0460e+02,2.44,733.0,68.37,21.80,6237.00,3.862,2.2950,285.968720,41.363564
3778,6525280,K04277.01,FALSE POSITIVE,1.710319812,131.6051300,2.98300,4.3600e+01,0.56,1426.0,978.84,19.10,5774.00,4.524,0.8250,292.744930,41.934860
3779,4861784,K04278.01,FALSE POSITIVE,5.629780340,136.8349000,5.84700,3.7920e+02,1.61,899.0,154.59,19.10,5497.00,4.570,0.8390,298.036530,39.906010
3780,5876360,K04279.01,FALSE POSITIVE,1.050852976,132.1382320,1.67880,4.1694e+04,45.89,1791.0,2423.97,143.00,5780.00,4.438,1.0000,291.819980,41.112476
3781,9509343,K04346.01,CANDIDATE,6.392697780,135.6101000,2.13800,1.7430e+02,1.21,890.0,148.31,11.30,5248.00,4.416,0.9430,282.760620,46.177841
3782,3732972,K07664.01,FALSE POSITIVE,1.540398683,131.9906300,1.56760,7.3000e+01,12.65,4689.0,114263.25,4.80,4971.00,2.373,14.6780,286.977450,38.898762
3783,3244792,K04347.01,CONFIRMED,3.057098200,134.5012200,3.57100,1.4400e+02,0.99,1202.0,493.09,15.70,6021.00,4.570,0.8190,293.850650,38.397751
3784,8743082,K04348.01,FALSE POSITIVE,365.259210000,236.6720000,13.74000,5.2900e+02,2.39,268.0,1.23,12.80,5993.00,4.415,1.0420,287.250950,44.946308
3785,7673841,K02585.03,CANDIDATE,7.878457560,138.5864400,3.91200,4.4100e+01,0.78,989.0,226.11,10.50,5767.00,4.287,1.1350,288.660770,43.368080
3786,9142742,K04349.01,FALSE POSITIVE,372.726880000,175.6195000,12.75100,3.3170e+02,3.52,326.0,2.67,17.00,6148.00,4.147,1.6150,286.059390,45.516804
3787,6891513,K04413.01,FALSE POSITIVE,9.939827200,140.8334549,4.11980,4.7860e+02,101.71,819.0,106.50,4.30,5798.00,4.507,0.9410,298.798920,42.353390
3788,4579598,K04414.01,FALSE POSITIVE,0.866346000,131.6286000,2.01100,1.1640e+02,1.24,2165.0,5186.18,13.90,6241.00,4.366,1.1310,296.112760,39.611599
3789,7777522,K04415.01,FALSE POSITIVE,0.885129679,131.8827400,3.15600,1.7730e+02,1.21,1780.0,2373.06,21.20,5792.00,4.547,0.8640,298.874180,43.440891
3790,9305012,K04416.01,FALSE POSITIVE,56.898749000,160.0479000,3.52200,5.1400e+02,6.33,1107.0,355.22,6.20,9189.00,3.864,2.6920,299.836640,45.780731
3791,9597729,K04417.01,FALSE POSITIVE,0.438153876,131.5167000,1.38850,1.6480e+02,14.00,2407.0,8008.07,33.40,6032.00,4.508,0.9290,295.547550,46.287682
3792,11390109,K04210.01,FALSE POSITIVE,398.409570000,178.4393000,11.48600,8.8030e+02,3.33,279.0,1.44,11.00,6251.00,4.378,1.1190,284.228790,49.294189
3793,5078025,K04211.01,FALSE POSITIVE,0.696286519,131.8782400,3.19400,1.2080e+02,1.34,1969.0,3537.89,19.70,5904.00,4.543,0.8670,283.723790,40.237560
3794,1724719,K04212.01,CONFIRMED,5.791799340,133.3581400,3.47400,1.1850e+02,1.69,1222.0,528.14,17.70,6174.00,4.244,1.3180,292.204710,37.221218
3795,8120608,K00571.05,CONFIRMED,129.945392000,176.8228500,5.78600,5.0010e+02,1.18,177.0,0.23,13.10,3751.00,4.800,0.4430,298.652710,43.955021
3796,11968463,K02433.04,CANDIDATE,27.904051100,154.9434000,5.34600,3.0020e+02,2.19,677.0,49.53,12.80,6325.00,4.409,1.1120,294.338470,50.336540
3797,5026326,K04280.01,FALSE POSITIVE,1.397725450,132.3377000,4.12900,1.8130e+02,1.58,1763.0,2275.72,17.90,6006.00,4.380,1.1140,295.671880,40.180370
3798,5471574,K02505.02,FALSE POSITIVE,12.424669700,134.0396000,44.07000,4.2400e+02,168.91,1099.0,344.80,116.90,6550.00,4.094,1.5900,297.688810,40.643661
3799,5512580,K04281.01,FALSE POSITIVE,383.008060000,281.6723000,9.71000,6.3210e+02,2.20,235.0,0.72,7.60,5750.00,4.538,0.8820,283.729550,40.789028
3800,11670599,K04282.01,FALSE POSITIVE,0.847588864,131.5597100,2.24600,6.7100e+01,0.91,2144.0,5000.82,21.30,6335.00,4.427,1.0720,296.124570,49.726669
3801,6359820,K04283.01,FALSE POSITIVE,331.815340000,347.0408000,10.56000,3.7030e+02,1.84,267.0,1.20,7.80,6029.00,4.494,0.9560,290.357060,41.761620
3802,11872139,K04350.01,FALSE POSITIVE,1.756493460,132.0108700,3.42900,2.7500e+01,1.62,2745.0,13425.76,13.30,6619.00,3.718,3.0500,295.777680,50.149025
3803,5436161,K04351.01,CANDIDATE,0.644322147,131.9549070,0.89300,1.0766e+03,24.39,1592.0,1516.94,79.60,5136.00,4.648,0.6120,287.759160,40.657040
